"Latitude (decimal degrees):	30.061",,,,,,,,
"Longitude (decimal degrees):	76.760",,,,,,,,
"Elevation (m):	256",,,,,,,,
"Radiation database:	PVGIS-ERA5",,,,,,,,
,,,,,,,,
,,,,,,,,
Slope: 29 deg. ,,,,,,,,
Azimuth: 0 deg. ,,,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	5.0",,,,,,,,
"System losses (%):	14.0",,,,,,,,
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180720:1930,0,0,0,0,0,27.78,0.9,0
20180720:2030,0,0,0,0,0,27.69,0.83,0
20180720:2130,0,0,0,0,0,27.73,0.97,0
20180720:2230,0,0,0,0,0,27.57,1.17,0
20180720:2330,0,0,0,0,0,27.5,1.1,0
20180721:0030,27.7,0,17.2,0.24,4.15,27.29,1.24,0
20180721:0130,264.2,23.21,68.41,1.59,16.5,27.46,1.1,0
20180721:0230,832.65,119.27,111.94,3.52,29.23,28.33,1.1,0
20180721:0330,1330.05,197.35,151.73,4.88,42.16,29.41,1.38,0
20180721:0430,1601.35,187.84,230.99,5.61,55.12,30.22,1.52,0
20180721:0530,1885.5,251.09,241.73,6.49,67.74,30.74,1.72,0
20180721:0630,2156.65,272.73,293.4,7.4,78.39,31.13,2.07,0
20180721:0730,2408.1,429.08,215.7,8.4,78.18,32.47,1.1,0
20180721:0830,1999.25,277.87,259.58,7.07,67.41,33,0.55,0
20180721:0930,1262.05,86.88,254.56,4.57,54.77,33.19,0.28,0
20180721:1030,607.2,52.91,118.44,2.35,41.81,32.58,1.03,0
20180721:1130,268.45,2.21,82.32,1.14,28.88,29.85,3.17,0
20180721:1230,149.75,0.92,52.35,0.73,16.17,27.94,2.62,0
20180721:1330,3.1,0,7.46,0.1,3.83,27.34,2.14,0
20180721:1430,0,0,0,0,0,27.02,1.72,0
20180721:1530,0,0,0,0,0,26.89,1.17,0
20180721:1630,0,0,0,0,0,26.7,1.24,0
20180721:1730,0,0,0,0,0,26.6,1.86,0
20180721:1830,0,0,0,0,0,26.35,2.14,0
20180721:1930,0,0,0,0,0,26.56,2.76,0
20180721:2030,0,0,0,0,0,26.21,2.21,0
20180721:2130,0,0,0,0,0,26.04,2.14,0
20180721:2230,0,0,0,0,0,25.81,2.14,0
20180721:2330,0,0,0,0,0,25.5,1.93,0
20180722:0030,0,0,1.53,0.02,4.05,25.42,1.86,0
20180722:0130,5,0,8.34,0.11,16.41,25.3,1.79,0
20180722:0230,27.6,0,17.05,0.23,29.14,25.27,2,0
20180722:0330,86.25,0,34.99,0.47,42.07,25.31,2,0
20180722:0430,100.5,0,39.02,0.52,55.03,25.45,1.93,0
20180722:0530,291.9,2.08,86.78,1.19,67.64,25.61,1.93,0
20180722:0630,830.9,27.89,192.38,2.93,78.22,25.88,2.07,0
20180722:0730,692.8,8.94,179.92,2.52,78.03,27.18,1.17,0
20180722:0830,1416.95,123.97,247.32,4.91,67.33,27.67,0.21,0
20180722:0930,804.3,39.85,177.57,2.91,54.7,28.98,1.03,0
20180722:1030,839.2,46.57,180.12,3.08,41.75,29.65,1.79,0
20180722:1130,266.3,6.95,76.88,1.15,28.81,28.61,2.83,0
20180722:1230,128.6,1.95,45.97,0.67,16.09,27.59,1.66,0
20180722:1330,8.55,0,9.97,0.14,3.74,27.17,0.9,0
20180722:1430,0,0,0,0,0,26.97,0.14,0
20180722:1530,0,0,0,0,0,26.79,0.62,0
20180722:1630,0,0,0,0,0,26.62,1.17,0
20180722:1730,0,0,0,0,0,26.42,1.1,0
20180722:1830,0,0,0,0,0,26.26,0.97,0
20180722:1930,0,0,0,0,0,26.42,0.76,0
20180722:2030,0,0,0,0,0,26.45,0.62,0
20180722:2130,0,0,0,0,0,26.4,0.55,0
20180722:2230,0,0,0,0,0,26.39,0.48,0
20180722:2330,0,0,0,0,0,26.28,0.48,0
20180723:0030,20.5,0,14.6,0.2,3.94,26.13,0.69,0
20180723:0130,266.4,29.72,64.69,1.72,16.31,26.39,0.55,0
20180723:0230,657.1,89.41,96.71,2.79,29.05,27.78,0.21,0
20180723:0330,1216.7,188.83,131.7,4.48,41.99,28.58,0.55,0
20180723:0430,1803.95,280.59,188.83,6.29,54.94,29.38,1.24,0
20180723:0530,2397.3,433.79,192.57,8.22,67.53,30.35,2,0
20180723:0630,2024.6,306.49,219.84,6.86,78.05,31.56,2.69,0
20180723:0730,2134.95,321.11,238.88,7.29,77.86,31.87,2.14,0
20180723:0830,1300.05,134.58,204.24,4.48,67.23,30.96,3.38,0
20180723:0930,1015.15,64.01,204.07,3.59,54.63,29.69,3.31,0
20180723:1030,1026.45,84.1,188.39,3.73,41.68,29.83,2.55,0
20180723:1130,704.6,64.61,133.1,2.87,28.74,30.11,1.93,0
20180723:1230,275.15,9.53,80.63,1.37,16.01,30.19,2.34,0
20180723:1330,24.45,0,16.21,0.23,3.65,29.9,2,0
20180723:1430,0,0,0,0,0,29.13,2.21,0
20180723:1530,0,0,0,0,0,28.55,2.07,0
20180723:1630,0,0,0,0,0,28.23,1.79,0
20180723:1730,0,0,0,0,0,27.88,1.72,0
20180723:1830,0,0,0,0,0,27.56,1.59,0
20180723:1930,0,0,0,0,0,27.51,1.86,0
20180723:2030,0,0,0,0,0,27.39,1.93,0
20180723:2130,0,0,0,0,0,27.07,1.45,0
20180723:2230,0,0,0,0,0,26.62,1.24,0
20180723:2330,0,0,0,0,0,26.59,1.31,0
20180724:0030,6.75,0,9.16,0.13,3.82,26.45,1.31,0
20180724:0130,92.15,0.59,36.49,0.5,16.21,26.59,1.17,0
20180724:0230,351.5,13.33,91.97,1.45,28.96,27.08,0.97,0
20180724:0330,851.3,65.4,162.75,3.11,41.9,27.71,0.9,0
20180724:0430,814.1,54.35,164.53,2.93,54.85,28.64,1.17,0
20180724:0530,1319.25,121.77,222.86,4.55,67.41,29.21,1.52,0
20180724:0630,1592.4,201.45,213.92,5.43,77.87,29.95,1.24,0
20180724:0730,1731.6,279.67,174.57,5.92,77.7,31.7,1.17,0
20180724:0830,2092.1,317.68,236.68,7.27,67.14,32.14,1.31,0
20180724:0930,2153.5,385.42,185.29,7.65,54.55,32.55,1.52,0
20180724:1030,1620.7,277.43,153.54,6.04,41.6,32.98,1.66,0
20180724:1130,868.7,128.25,117.01,3.72,28.66,32.88,1.93,0
20180724:1230,249.4,19.12,69.03,1.49,15.92,32.34,1.79,0
20180724:1330,19.55,0,14.51,0.2,3.55,31.42,1.17,0
20180724:1430,0,0,0,0,0,30.53,1.72,0
20180724:1530,0,0,0,0,0,29.71,1.66,0
20180724:1630,0,0,0,0,0,29.06,1.45,0
20180724:1730,0,0,0,0,0,28.44,1.52,0
20180724:1830,0,0,0,0,0,28.02,1.66,0
20180724:1930,0,0,0,0,0,28.36,1.79,0
20180724:2030,0,0,0,0,0,28.07,1.66,0
20180724:2130,0,0,0,0,0,27.56,1.1,0
20180724:2230,0,0,0,0,0,27.1,1.52,0
20180724:2330,0,0,0,0,0,26.48,2.48,0
20180725:0030,14.05,0,12.17,0.17,3.71,26.13,2.14,0
20180725:0130,152.25,2.07,51.95,0.75,16.11,26.18,1.79,0
20180725:0230,593.75,40.09,125.69,2.35,28.87,26.39,2.07,0
20180725:0330,709.35,47.84,143.87,2.61,41.81,26.92,1.93,0
20180725:0430,1134.25,93.34,204.08,3.97,54.76,27.79,1.03,0
20180725:0530,1336.35,113.84,236.61,4.63,67.3,28.93,0.9,0
20180725:0630,1817.2,167.4,309.88,6.25,77.69,29.72,1.17,0
20180725:0730,2098,219.94,332.06,7.2,77.52,31.19,2.07,0
20180725:0830,1967.45,216.94,301.1,6.8,67.03,31.86,2.07,0
20180725:0930,1612.25,133.6,291.61,5.66,54.47,32,2.21,0
20180725:1030,1078.05,75,213.48,3.92,41.53,31.92,2.55,0
20180725:1130,545.55,26.78,129.62,2.18,28.58,31.09,2.62,0
20180725:1230,146.5,1.02,51.92,0.72,15.83,30.18,1.52,0
20180725:1330,4.75,0,8.31,0.12,3.44,29.28,0.83,0
20180725:1430,0,0,0,0,0,28.4,0.97,0
20180725:1530,0,0,0,0,0,27.39,1.31,0
20180725:1630,0,0,0,0,0,26.69,1.17,0
20180725:1730,0,0,0,0,0,26.43,1.52,0
20180725:1830,0,0,0,0,0,26.27,1.93,0
20180725:1930,0,0,0,0,0,26.45,1.52,0
20180725:2030,0,0,0,0,0,26.3,1.66,0
20180725:2130,0,0,0,0,0,26.09,1.31,0
20180725:2230,0,0,0,0,0,25.93,1.17,0
20180725:2330,0,0,0,0,0,25.72,1.03,0
20180726:0030,0,0,5.21,0.07,3.6,25.55,0.76,0
20180726:0130,30.4,0.14,17.94,0.24,16.01,25.5,0.69,0
20180726:0230,62.8,0,28.2,0.38,28.78,25.51,0.83,0
20180726:0330,59.3,0,27.17,0.36,41.73,25.64,0.83,0
20180726:0430,316.7,0.23,95.1,1.28,54.66,25.69,0.83,0
20180726:0530,612.75,27.53,140.28,2.23,67.18,26.12,0.76,0
20180726:0630,250,0.1,78.89,1.06,77.5,27.26,1.1,0
20180726:0730,512.25,10.84,132.69,1.91,77.34,26.06,0.97,0
20180726:0830,704.4,39.66,150.73,2.53,66.92,26.36,0.48,0
20180726:0930,716.6,39.84,153.97,2.59,54.38,26.63,0.48,0
20180726:1030,561.5,12.53,144.17,2.11,41.44,26.9,0.48,0
20180726:1130,320.7,16.96,80.94,1.36,28.49,27.28,0.83,0
20180726:1230,116.3,4.34,41.09,0.67,15.73,26.97,0.48,0
20180726:1330,0,0,4.67,0.07,3.33,26.69,0.83,0
20180726:1430,0,0,0,0,0,26.36,0.97,0
20180726:1530,0,0,0,0,0,26.16,1.72,0
20180726:1630,0,0,0,0,0,25.95,1.86,0
20180726:1730,0,0,0,0,0,25.69,1.72,0
20180726:1830,0,0,0,0,0,25.54,1.52,0
20180726:1930,0,0,0,0,0,26.42,0.21,0
20180726:2030,0,0,0,0,0,25.96,0.48,0
20180726:2130,0,0,0,0,0,25.5,0.76,0
20180726:2230,0,0,0,0,0,25.46,0.97,0
20180726:2330,0,0,0,0,0,25.35,1.31,0
20180727:0030,5.4,0,8.53,0.12,3.49,25.24,1.17,0
20180727:0130,137.05,7.32,44.51,0.8,15.91,25.29,1.03,0
20180727:0230,392.15,20.07,95.09,1.6,28.69,26.05,1.45,0
20180727:0330,727.55,26.98,169.38,2.65,41.64,26.44,1.59,0
20180727:0430,1103.75,101.03,186.99,3.84,54.57,27.22,1.38,0
20180727:0530,674.3,21.24,163.33,2.46,67.06,28.13,1.24,0
20180727:0630,1627.5,186.9,233.63,5.49,77.31,28.09,1.45,0
20180727:0730,861.15,43.46,185.48,3.03,77.15,28.14,2.76,0
20180727:0830,540.75,29.44,121.18,2,66.8,28.27,2.97,0
20180727:0930,334.85,1.58,98.95,1.35,54.29,27.9,2.28,0
20180727:1030,537.75,12.57,138.22,2.03,41.35,27.56,1.52,0
20180727:1130,207.65,10.58,58.15,0.95,28.4,27.73,1.66,0
20180727:1230,55,0.12,25.95,0.35,15.63,27.27,1.45,0
20180727:1330,0,0,4.54,0.06,3.22,26.8,1.38,0
20180727:1430,0,0,0,0,0,26.4,1.59,0
20180727:1530,0,0,0,0,0,26.11,1.72,0
20180727:1630,0,0,0,0,0,25.89,1.66,0
20180727:1730,0,0,0,0,0,25.7,1.59,0
20180727:1830,0,0,0,0,0,25.57,1.17,0
20180727:1930,0,0,0,0,0,25.22,0.69,0
20180727:2030,0,0,0,0,0,25.27,0.48,0
20180727:2130,0,0,0,0,0,25.29,0.76,0
20180727:2230,0,0,0,0,0,25.17,1.1,0
20180727:2330,0,0,0,0,0,24.99,1.52,0
20180728:0030,1.7,0,6.69,0.09,3.37,24.8,2,0
20180728:0130,77.15,2.98,30.49,0.49,15.81,24.86,1.86,0
20180728:0230,286.9,21.94,66.72,1.25,28.59,25.33,2,0
20180728:0330,799.45,63.27,149.22,2.89,41.55,26.19,2.48,0
20180728:0430,1071.85,94.21,185.24,3.72,54.47,27.48,2.21,0
20180728:0530,1307.35,107.93,231.66,4.48,66.94,28.63,2.28,0
20180728:0630,1143.6,107.1,192.77,3.93,77.11,29.53,1.86,0
20180728:0730,1097.55,137.28,148.07,3.73,76.95,28.87,2.41,0
20180728:0830,1594,187.02,223.8,5.38,66.68,29.14,2.55,0
20180728:0930,825.45,87.15,133.08,2.94,54.19,29.44,2.69,0
20180728:1030,1222.7,177.65,141.34,4.41,41.26,28.87,2.48,0
20180728:1130,784.8,109.91,109.01,3.27,28.31,28.96,2,0
20180728:1230,190.85,21.13,51.39,1.28,15.53,28.75,1.72,0
20180728:1330,14.85,0,12.58,0.18,3.1,28.24,1.31,0
20180728:1430,0,0,0,0,0,27.44,1.59,0
20180728:1530,0,0,0,0,0,26.86,1.59,0
20180728:1630,0,0,0,0,0,26.27,1.59,0
20180728:1730,0,0,0,0,0,25.83,1.52,0
20180728:1830,0,0,0,0,0,25.41,1.52,0
20180728:1930,0,0,0,0,0,25.02,1.17,0
20180728:2030,0,0,0,0,0,24.57,0.76,0
20180728:2130,0,0,0,0,0,24.79,0.14,0
20180728:2230,0,0,0,0,0,24.13,0.76,0
20180728:2330,0,0,0,0,0,24.01,1.24,0
20180729:0030,20.4,0,14.46,0.2,3.26,24.03,1.31,0
20180729:0130,254.75,28.18,61.92,1.6,15.71,24.51,1.59,0
20180729:0230,751.5,99.9,106.74,3.06,28.5,25.78,2.34,0
20180729:0330,1561.7,246.67,152.86,5.52,41.46,27.17,3.17,0
20180729:0430,1839.65,256.27,213.77,6.23,54.38,28.47,3.24,0
20180729:0530,2321.55,378.16,219.1,7.76,66.82,29.53,3.17,0
20180729:0630,3012.5,568.41,224.51,10.19,76.91,30.64,3.03,0
20180729:0730,2943.7,571,217.55,10.13,76.75,31.93,2.07,0
20180729:0830,2630.2,485.79,207.87,9,66.55,32.43,2.76,0
20180729:0930,2204.55,410.13,166.07,7.66,54.09,33.12,3.24,0
20180729:1030,1396.45,234.81,132.83,5.09,41.16,32.79,3.38,0
20180729:1130,841.15,139.96,97.1,3.59,28.21,32.17,3.17,0
20180729:1230,208.45,27.12,53.1,1.47,15.42,31.27,2.28,0
20180729:1330,15.2,0,12.8,0.18,2.98,30.56,1.59,0
20180729:1430,0,0,0,0,0,29.83,1.45,0
20180729:1530,0,0,0,0,0,29.09,1.38,0
20180729:1630,0,0,0,0,0,28.31,1.03,0
20180729:1730,0,0,0,0,0,27.84,1.03,0
20180729:1830,0,0,0,0,0,27.36,1.45,0
20180729:1930,0,0,0,0,0,27.34,1.86,0
20180729:2030,0,0,0,0,0,26.89,2.34,0
20180729:2130,0,0,0,0,0,26.67,2.55,0
20180729:2230,0,0,0,0,0,26.35,2.55,0
20180729:2330,0,0,0,0,0,26.05,2.69,0
20180730:0030,19.3,0,14.15,0.2,3.14,25.85,2.9,0
20180730:0130,271.2,37.54,60.68,1.84,15.61,25.95,2.83,0
20180730:0230,937,154.32,101.16,3.86,28.41,26.84,2.83,0
20180730:0330,1690.3,296.57,136.27,5.99,41.37,28,3.38,0
20180730:0430,2254.25,416.85,160.39,7.65,54.28,29.31,3.38,0
20180730:0530,2674.7,518.45,175.84,9,66.69,30.52,3.24,0
20180730:0630,2873.7,549.57,206.17,9.7,76.71,31.54,3.1,0
20180730:0730,3047.15,599.55,217.47,10.48,76.54,32.16,2.34,0
20180730:0830,2705.9,509.96,205.07,9.26,66.41,32.73,2.9,0
20180730:0930,2354.7,452.47,163,8.16,53.98,33.02,3.45,0
20180730:1030,1514,279.48,118.15,5.52,41.06,33.15,3.66,0
20180730:1130,925.15,154.9,104.51,3.93,28.1,32.84,3.66,0
20180730:1230,240.6,33.65,57.79,1.72,15.3,32,3.24,0
20180730:1330,13.1,0,11.99,0.17,2.85,31.21,2.07,0
20180730:1430,0,0,0,0,0,30.26,2.07,0
20180730:1530,0,0,0,0,0,29.57,2,0
20180730:1630,0,0,0,0,0,29.03,1.79,0
20180730:1730,0,0,0,0,0,28.44,1.66,0
20180730:1830,0,0,0,0,0,27.83,1.31,0
20180730:1930,0,0,0,0,0,27.26,1.03,0
20180730:2030,0,0,0,0,0,26.83,1.03,0
20180730:2130,0,0,0,0,0,26.44,1.1,0
20180730:2230,0,0,0,0,0,26.22,1.1,0
20180730:2330,0,0,0,0,0,26.06,1.1,0
20180731:0030,19.4,0,14.19,0.2,3.03,25.95,1.1,0
20180731:0130,223.1,17.59,60.92,1.29,15.5,26.06,0.9,0
20180731:0230,875.7,111.67,128.6,3.53,28.31,27.08,0.9,0
20180731:0330,1454.45,210.04,168.37,5.18,41.28,28.05,1.45,0
20180731:0430,2224.25,360.32,215.46,7.6,54.18,29.19,2.34,0
20180731:0530,2687.3,479.59,226.14,9.12,66.57,30.62,2.48,0
20180731:0630,2919.25,566.81,204.2,9.87,76.5,31.66,2.9,0
20180731:0730,2845.25,579.5,176.38,9.68,76.32,32.13,2.34,0
20180731:0830,2568.4,509.23,170.96,8.8,66.27,32.86,2.28,0
20180731:0930,2302.45,446.68,161.87,8.05,53.86,33.16,2.21,0
20180731:1030,1679.65,312.48,132.4,6.16,40.95,33.46,2.34,0
20180731:1130,909.05,143.88,112.15,3.84,27.99,33.13,2.41,0
20180731:1230,246.55,30.86,61.33,1.68,15.18,32.65,2.07,0
20180731:1330,7.35,0,9.57,0.13,2.72,31.37,1.59,0
20180731:1430,0,0,0,0,0,30.12,1.86,0
20180731:1530,0,0,0,0,0,28.95,1.45,0
20180731:1630,0,0,0,0,0,28.37,0.55,0
20180731:1730,0,0,0,0,0,27.83,1.59,0
20180731:1830,0,0,0,0,0,27.4,1.86,0
20180731:1930,0,0,0,0,0,27.23,2.48,0
20180731:2030,0,0,0,0,0,26.81,2.14,0
20180731:2130,0,0,0,0,0,26.4,1.79,0
20180731:2230,0,0,0,0,0,26.13,1.72,0
20180731:2330,0,0,0,0,0,25.89,1.59,0
20180801:0030,13.05,0,11.77,0.16,2.91,25.75,1.38,0
20180801:0130,237.95,25.92,59.54,1.49,15.4,26.04,1.1,0
20180801:0230,914.7,135.45,115.89,3.73,28.22,27.25,0.9,0
20180801:0330,1569.05,235.44,175.68,5.62,41.19,28.92,1.03,0
20180801:0430,2315.35,432.43,176.88,8.03,54.08,30.14,1.31,0
20180801:0530,2858.65,571.72,193.63,9.87,66.44,31.31,1.66,0
20180801:0630,3059.3,601,222.31,10.52,76.28,32.32,2.21,0
20180801:0730,3055.45,651.44,176.26,10.58,76.1,32.88,1.86,0
20180801:0830,2561.95,522.41,158.81,8.8,66.12,33.6,2.21,0
20180801:0930,1987.55,364.8,157.58,6.9,53.74,33.86,2.62,0
20180801:1030,1428.25,254.35,124.23,5.22,40.84,33.88,2.83,0
20180801:1130,931.55,161.92,100.87,3.97,27.87,33.46,2.76,0
20180801:1230,148.35,19.16,42.11,1.08,15.06,32.73,2.28,0
20180801:1330,10,0,10.73,0.15,2.58,31.64,1.1,0
20180801:1430,0,0,0,0,0,30.49,0.55,0
20180801:1530,0,0,0,0,0,29.34,1.1,0
20180801:1630,0,0,0,0,0,28.23,2.62,0
20180801:1730,0,0,0,0,0,27.56,2.9,0
20180801:1830,0,0,0,0,0,26.94,2.69,0
20180801:1930,0,0,0,0,0,26.68,1.79,0
20180801:2030,0,0,0,0,0,26.46,1.86,0
20180801:2130,0,0,0,0,0,26.3,1.79,0
20180801:2230,0,0,0,0,0,26.08,1.31,0
20180801:2330,0,0,0,0,0,25.76,0.69,0
20180802:0030,19.2,0,14.1,0.2,2.79,25.65,0.62,0
20180802:0130,209.5,26.21,51.96,1.38,15.3,25.76,1.24,0
20180802:0230,776.6,115.21,100,3.18,28.13,26.51,0.83,0
20180802:0330,1465.75,222.93,161.86,5.25,41.09,27.89,0.28,0
20180802:0430,2291.65,427.79,173.56,7.91,53.98,29.41,1.17,0
20180802:0530,2662.15,497.28,206.74,9.06,66.3,30.76,1.86,0
20180802:0630,3056.6,614.28,200.16,10.38,76.07,31.83,2.62,0
20180802:0730,2917.8,588.4,182.36,9.83,75.87,33.15,3.52,0
20180802:0830,2684.45,510.67,195.34,9.09,65.97,33.67,3.79,0
20180802:0930,2194,413.62,158.97,7.54,53.61,33.9,3.93,0
20180802:1030,1656.75,303.84,131.95,6,40.72,33.92,3.93,0
20180802:1130,809.9,124.08,105.16,3.4,27.75,33.39,3.79,0
20180802:1230,214.65,28.49,54.33,1.5,14.93,32.61,2.76,0
20180802:1330,14.95,0,12.76,0.18,2.44,31.62,2.21,0
20180802:1430,0,0,0,0,0,30.62,1.52,0
20180802:1530,0,0,0,0,0,29.72,0.69,0
20180802:1630,0,0,0,0,0,29.01,1.17,0
20180802:1730,0,0,0,0,0,28.3,2,0
20180802:1830,0,0,0,0,0,27.48,2.34,0
20180802:1930,0,0,0,0,0,27.36,1.38,0
20180802:2030,0,0,0,0,0,26.87,1.45,0
20180802:2130,0,0,0,0,0,26.37,1.45,0
20180802:2230,0,0,0,0,0,26.11,1.59,0
20180802:2330,0,0,0,0,0,25.94,1.52,0
20180803:0030,15.1,0,12.58,0.18,2.68,25.83,1.03,0
20180803:0130,242.35,21.71,63.31,1.42,15.2,26.04,0.41,0
20180803:0230,799.7,101.94,119.25,3.21,28.03,27.08,0.48,0
20180803:0330,1632.2,281,145.99,5.84,41,28.49,0.83,0
20180803:0430,2298.8,435.87,170.7,7.96,53.88,30.07,1.03,0
20180803:0530,2872.35,601.11,170.98,9.92,66.17,31.27,1.38,0
20180803:0630,2842.65,578.69,182.08,9.69,75.84,32.35,1.93,0
20180803:0730,2411.05,431.82,204.63,8.12,75.64,33.06,2.41,0
20180803:0830,2340.85,404.11,210.72,7.92,65.8,33.43,3.1,0
20180803:0930,1502.95,258.47,133.92,5.17,53.48,33.64,3.45,0
20180803:1030,1433.6,233.53,144.27,5.16,40.6,33.14,3.45,0
20180803:1130,564.75,68.89,95.99,2.38,27.63,33.17,2.62,0
20180803:1230,198.5,20.5,54.92,1.29,14.8,32.68,1.66,0
20180803:1330,8.45,0,10.06,0.14,2.29,31.77,1.03,0
20180803:1430,0,0,0,0,0,30.43,1.1,0
20180803:1530,0,0,0,0,0,29.17,2,0
20180803:1630,0,0,0,0,0,28.44,2.41,0
20180803:1730,0,0,0,0,0,27.75,2.48,0
20180803:1830,0,0,0,0,0,27.3,2.48,0
20180803:1930,0,0,0,0,0,26.88,2.41,0
20180803:2030,0,0,0,0,0,26.66,2.07,0
20180803:2130,0,0,0,0,0,26.41,1.72,0
20180803:2230,0,0,0,0,0,26.25,1.52,0
20180803:2330,0,0,0,0,0,26.13,1.38,0
20180804:0030,14.85,0,12.49,0.17,2.56,26.07,1.1,0
20180804:0130,219.05,12.48,62.96,1.17,15.09,26.09,1.1,0
20180804:0230,636.95,65.39,113,2.54,27.94,26.99,1.17,0
20180804:0330,1298.85,178.53,161.43,4.61,40.91,28.2,1.03,0
20180804:0430,1740.9,225.78,230.95,5.99,53.78,29.47,0.76,0
20180804:0530,1857.8,255.13,233.79,6.32,66.03,30.55,0.9,0
20180804:0630,3014.85,621.43,192.67,10.34,75.62,31.42,1.52,0
20180804:0730,2739.35,532.44,201.83,9.34,75.4,33.09,1.93,0
20180804:0830,2284.15,384.17,220.99,7.78,65.63,33.53,2.21,0
20180804:0930,1846.15,301.09,185.53,6.38,53.34,33.73,2.28,0
20180804:1030,1442.65,214.7,169.06,5.22,40.47,33.76,2.41,0
20180804:1130,770.8,113.32,106.15,3.22,27.5,33.58,2.9,0
20180804:1230,223.4,21.99,60.65,1.41,14.66,32.8,2.21,0
20180804:1330,8.3,0,10.02,0.14,2.14,31.87,0.55,0
20180804:1430,0,0,0,0,0,30.71,1.59,0
20180804:1530,0,0,0,0,0,29.63,2.48,0
20180804:1630,0,0,0,0,0,28.61,2.76,0
20180804:1730,0,0,0,0,0,27.95,2.69,0
20180804:1830,0,0,0,0,0,27.59,2.69,0
20180804:1930,0,0,0,0,0,28.19,1.66,0
20180804:2030,0,0,0,0,0,27.93,1.38,0
20180804:2130,0,0,0,0,0,27.52,0.97,0
20180804:2230,0,0,0,0,0,27.68,0.28,0
20180804:2330,0,0,0,0,0,27.32,0.69,0
20180805:0030,14.4,0,12.35,0.17,2.44,27.27,1.31,0
20180805:0130,238.15,6.65,71.87,1.13,14.99,27.45,1.31,0
20180805:0230,678.85,33.53,154.8,2.6,27.84,28.39,1.24,0
20180805:0330,947.8,40.79,212.74,3.4,40.82,29.39,1.93,0
20180805:0430,1604.05,169.45,246.94,5.47,53.67,30.09,2.69,0
20180805:0530,2064.3,240.96,294.45,6.92,65.89,31.17,3.59,0
20180805:0630,2137.85,245.21,310.1,7.14,75.39,32.06,4.21,0
20180805:0730,2121.8,265.17,292.22,7.15,75.15,32.88,2.97,0
20180805:0830,1462.75,127.33,259.91,5.06,65.46,33.57,2.69,0
20180805:0930,837.95,82.4,146.39,3.03,53.2,33.6,1.59,0
20180805:1030,544.8,55.24,100.2,2.1,40.33,32.44,0.76,0
20180805:1130,223.4,9.98,63.48,1.01,27.36,30.27,2.76,0
20180805:1230,70.1,1.7,29.59,0.44,14.52,27.9,3.79,0
20180805:1330,0,0,3.05,0.04,1.98,26.56,3.79,0
20180805:1430,0,0,0,0,0,26.02,3.59,0
20180805:1530,0,0,0,0,0,25.75,3.31,0
20180805:1630,0,0,0,0,0,25.57,3.31,0
20180805:1730,0,0,0,0,0,25.39,3.59,0
20180805:1830,0,0,0,0,0,25.27,3.66,0
20180805:1930,0,0,0,0,0,25.1,3.31,0
20180805:2030,0,0,0,0,0,25.08,3.31,0
20180805:2130,0,0,0,0,0,25.09,2.97,0
20180805:2230,0,0,0,0,0,25.13,2.55,0
20180805:2330,0,0,0,0,0,25.21,2.21,0
20180806:0030,0,0,1.71,0.02,2.32,25.17,2.14,0
20180806:0130,6.25,0,8.9,0.12,14.89,25.07,2.28,0
20180806:0230,40.85,0,21.41,0.29,27.75,25.06,2.34,0
20180806:0330,133.8,0.23,47.83,0.64,40.72,25.17,2.21,0
20180806:0430,314.05,0,94.35,1.26,53.57,25.47,2.55,0
20180806:0530,350.05,0,103.39,1.38,65.74,25.86,3.03,0
20180806:0630,195.75,0,64.51,0.86,75.15,25.95,3.38,0
20180806:0730,404.1,1.48,115.12,1.56,74.9,25.54,2.41,0
20180806:0830,400.5,0.78,115.11,1.55,65.28,25.88,2.55,0
20180806:0930,459.5,6.77,123.55,1.74,53.05,25.93,2.14,0
20180806:1030,780.15,42,166.2,2.8,40.19,26.11,2.34,0
20180806:1130,301.2,16.05,76.39,1.27,27.22,26.61,2.41,0
20180806:1230,90.2,1.64,35.29,0.51,14.37,26.45,2,0
20180806:1330,0,0,3.37,0.05,1.82,26.14,1.66,0
20180806:1430,0,0,0,0,0,25.79,1.24,0
20180806:1530,0,0,0,0,0,25.65,1.59,0
20180806:1630,0,0,0,0,0,25.45,1.72,0
20180806:1730,0,0,0,0,0,25.37,1.52,0
20180806:1830,0,0,0,0,0,25.25,1.24,0
20180806:1930,0,0,0,0,0,24.92,1.59,0
20180806:2030,0,0,0,0,0,24.8,1.59,0
20180806:2130,0,0,0,0,0,24.68,1.59,0
20180806:2230,0,0,0,0,0,24.6,1.66,0
20180806:2330,0,0,0,0,0,24.49,1.66,0
20180807:0030,0,0,2.74,0.04,2.21,24.38,1.66,0
20180807:0130,27.95,0.35,16.9,0.23,14.78,24.32,1.72,0
20180807:0230,106.5,2.36,38.27,0.55,27.65,24.36,1.86,0
20180807:0330,149.75,0,52.23,0.7,40.63,24.65,1.86,0
20180807:0430,427.35,14.55,107.07,1.62,53.46,24.88,2,0
20180807:0530,958,49.48,200.83,3.3,65.6,25.54,2.07,0
20180807:0630,871.2,38.79,191.91,3.05,74.91,26.46,1.66,0
20180807:0730,1106.1,67.85,219.62,3.77,74.64,26.04,1.59,0
